Asbtractor User Name	DB_ID	A2 Authors_Primary	A3 Title Primary	A4 Periodical Full	A4 Periodical Abbrev	A5 Pub Year	A6 Volume	A7 Issue	A8 Start Page	A8 Other Pages	A9 Abstract
reviewer1	603	"Cantor,L. B.;Hoop,J.;Morgan,L.;Wudunn,D.;Catoira,Y.;Bimatoprost-Travoprost Study"	Intraocular pressure-lowering efficacy of bimatoprost 0.03% And travoprost 0.004% In patients with glaucoma or ocular hypertension.[See comment]	British Journal of Ophthalmology	Br.J.Ophthalmol.	2006	90	11	1370	1373	"AIM: To evaluate the efficacies of bimatoprost and travoprost for lowering of intraocular pressure (IOP) for the treatment of glaucoma and ocular hypertension. METHODS: Prospective, randomised, investigator-blinded, parallel-group clinical trial. After completing a washout of all glaucoma drugs, patients (n = 157) were randomised to bimatoprost or travoprost for 6 months. Visits were at baseline, 1 week, and 1, 3 and 6 months. IOP was measured at 09:00 h at each visit and also at 13:00 and 16:00 h at baseline and at 3 and 6 months. RESULTS: No significant between-group differences were observed in IOP at baseline, at 09:00, 13:00 or 16:00 h (p> or =0.741). After 6 months, both drugs significantly reduced IOP at every time point (p< or =0.001). After 6 months, mean IOP reduction at 09:00 h was 7.1 mm Hg (27.9%) with bimatoprost (n = 76) and 5.7 mm Hg (23.3%) with travoprost (n = 81; p = 0.014). At 13:00 h, mean IOP reduction was 5.9 mm Hg with bimatoprost (25.3%) and 5.2 mm Hg (22.4%) with travoprost (p = 0.213). At 16:00 h, the mean IOP reduction was 5.3 mm Hg (22.5%) with bimatoprost and 4.5 mm Hg (18.9%; p = 0.207) with travoprost. Both study drugs were well tolerated, with ocular redness the most commonly reported adverse event in both treatment groups. CONCLUSIONS: Bimatoprost provided greater mean IOP reductions than travoprost. CAS Registry/EC Number/Name of Substance 0 (Amides). 0 (Antihypertensive Agents). 0 (Lipids). 0 (bimatoprost). 157283-68-6 (travoprost). 40665-92-7 (Cloprostenol)."
reviewer1	8720	"Cantor,L. B."	Ocular Hypotensive Efficacy of Bimatoprost 0.03% and Travoprost 0.004% in Patients with Glaucoma or Ocular Hypertension	American Glaucoma Society	 	2003	 	 	51	 	"Purpose: To evaluate the IOP-lowering efficacy of bimatoprost and travoprost for the treatment of glaucoma and ocular hypertension. Methods: Randomized, double-masked, parallel-group clinical trial. After completing a washout from all glaucoma medications, patients (n=27) were randomized to bimatoprost or travoprost for 6 months. Visits were at baseline, week 1, and months 1, 3, and 6. IOP was measured at 9 AM at each visit and also at 1 and 4 PM at baseline and months 3 and 6. The study is ongoing and the month 3 data are presented here. Results: At baseline, there were no significant between-group differences in IOP at 9AM, 1PM, or 4PM (P>.869). After 3 months of therapy, both medications provided significant mean reductions from baseline IOP at every time point (P. 138). At every time point, patients were more likely to achieve low target pressures with bimatoprost than with travoprost. For example, 86% of bimatoprost patients achieved a target < 17 mm Hg at 9 AM, compared with 55% of travoprost patients (P=.046). Conclusion: While both bimatoprost and travoprost effectively lowered IOP in patients with glaucoma or ocular hypertension, the mean IOP reductions with bimatoprost were greater than those with travoprost. More patients achieved low target pressures with bimatoprost than with travoprost. These initial findings are being evaluated in a larger study now ongoing."
reviewer1	4571	"Allaire,C. M.;Renard,P.;Kovalski,J.;Cochereau,I.;Jaulerry,S.;Williamson,W.;Elena,P.;Combier,M. L."	Comparison of carteolol plasmatic levels after repeated instillations of long acting and regular formulations of carteolol 2 % in glaucomatous patients	IOVS	 	2004	45ARVO E-abstract 957	 	 	 	"Purpose: A new long acting (LA) formulation of carteolol 2% instilled once daily has been shown to provide a therapeutic effect similar to that of the regular formulation of carteolol 2% instilled twice daily. This study was intended to test whether the new formulation reduces the systemic delivery of carteolol. Methods: In this double-masked, randomised, intra-subject comparison study, 23 patients suffering from bilateral primary open angle glaucoma or bilateral ocular hypertension received successively, according to the randomised order of administration, each of the 2 following treatments: carteolol 2% LA once daily for 2 months and carteolol 2% regular twice daily for 2 months. Treatments were systematically instilled in both eyes. At the end of each period of treatment, blood samples were taken just before the last morning instillation (residual time), then 30 minutes, 1 hour, 2 hours and 4 hours after this instillation in order to measure the carteolol plasma concentrations. Results: The mean values of maximal plasmatic concentration (Cmax), residual level and area under the curve obtained following carteolol 2% LA treatment were significantly inferior to the values obtained after carteolol 2% regular treatment (mean &plusmn; SD): Cmax (ng/ml): 1.72 &plusmn; 0.85 versus 3.64 &plusmn; 3.65; residual level (ng/ml): 0.70 &plusmn; 0.58 versus 1.80 &plusmn; 0.84; area under the curve (ng/ml x h): 5.50 &plusmn; 2.66 versus 10.27 &plusmn; 5.46. Both treatments appeared to be well tolerated. Conclusion: Whatever the eye-drops formulation, the plasmatic concentrations found are much lower (about 20 times) than those observed after oral administration of carteolol. According to the data of this study, it can be stated that the systemic delivery of carteolol is lower for the LA formulation than for the regular formulation. The LA formulation of carteolol eye-drops should so reduce the risk of í¢-blocking systemic side effects."
reviewer1	5411	"Alm,A."	Comparative phase III clinical trial of latanoprost and timolol in patients with elevated intraocular pressure	"Advances in Prostaglandin, Thromboxane, & Leukotriene Research"	 	1995	23	 	527	532	 
reviewer1	4423	"Yamamoto,T.;Kitazawa,Y.;Azuma,I.;Tsukahara,S.;Nakashima,M."	Clinical evaluation of a new formula of timolol maleate (wp-934 ophthalmic solution). Wp-934 study group	Japanese journal of ophthalmology	Jpn.J.Ophthalmol.	1997	41	4	244	250	"We investigated the ocular hypotensive effect and possible adverse reactions of a new timolol maleate formula, WP-934 ophthalmic solution, which is timolol maleate solution dissolved in a reversible thermo-setting gel. Once-daily instillation of 0.25 or 0.5% WP-934 ophthalmic solution was administered in a prospective, randomized manner at 29 institutions for 8 weeks to patients with primary open-angle glaucoma or ocular hypertension, and for another 16 weeks in a limited number of these patients. Patients were closely monitored throughout the study by ophthalmic and systemic examinations, and by continuous evaluation of symptoms. The new timolol formula demonstrated a significant ocular hypotensive effect throughout the study period. Adverse effects were minor. WP-934 ophthalmic solution, timolol maleate dissolved in a reversible thermo-setting gel, has a significant ocular hypotensive effect in eyes with primary open-angle glaucoma and ocular hypertension. CAS Registry/EC Number/Name of Substance 0 (Adrenergic beta-Antagonists). 0 (Gels). 0 (Ophthalmic Solutions). 26839-75-8 (Timolol)."
reviewer1	2481	"Manni,G.;Centofanti,M.;Oddone,F.;Parravano,M.;Bucci,M. G."	Interleukin-1beta tear concentration in glaucomatous and ocular hypertensive patients treated with preservative-free nonselective beta-blockers	American Journal of Ophthalmology	Am.J.Ophthalmol.	2005	139	1	72	77	"PURPOSE: To evaluate the ocular surface inflammatory response to the presence of preservatives in nonselective beta-blocker eyedrops. DESIGN: Prospective, crossover, single-masked, randomized clinical study. METHODS: study population: Twenty primary open-angle glaucoma or ocular hypertensive patients were divided in two groups, one treated with preservative-free timolol 0.5% (group 1) and the other with preserved timolol 0.5% (group 2) eyedrops. After 60 days of therapy and 3 more weeks of washout, the two groups switched to the other therapy. procedure: At each visit, basal tear samples were collected from the inferior conjunctival fornix for the determination of interleukin (IL)-1beta tear concentrations by an enzyme-linked immunosorbent assay. Intraocular pressure measurement, conjunctival hyperemia, superficial punctate keratitis, and tear film breakup time were evaluated. main outcome measure: IL-1beta concentration in tears following the use of preserved eyedrops. RESULTS: IL-1beta tear concentrations increased significantly in both groups, compared with baseline values, during preserved timolol therapy. There were no statistically significant changes in hyperemia and superficial punctate keratitis throughout the study in either group. A statistically significant breakup time reduction was observed in both groups after 30 days and after 60 days of preserved therapy. CONCLUSION: The use of preservatives in timolol 0.5% eyedrops leads to tear film instability and ocular surface inflammatory changes documented by a reduction of breakup time and an increase of IL-1beta tear concentrations. Preservative-free beta-blockers are preferable for long-term hypotensive therapy to prevent ocular surface inflammation. CAS Registry/EC Number/Name of Substance 0 (Adrenergic beta-Antagonists). 0 (Interleukin-1). 0 (Ophthalmic Solutions). 0 (Preservatives, Pharmaceutical). 26839-75-8 (Timolol)."
reviewer1	1164	"Feldman,R. M.;Tanna,A. P.;Gross,R. L.;Chuang,A. Z.;Baker,L.;Reynolds,A.;Prager,T. C.;Additivity Study Group"	Comparison of the ocular hypotensive efficacy of adjunctive brimonidine 0.15% Or brinzolamide 1% in combination with travoprost 0.004%	Ophthalmology	Ophthalmology	2007	114	7	1248	1254	"PURPOSE: To compare efficacies of adjunctive therapy with brimonidine 0.15% and adjunctive therapy with brinzolamide 1% in combination with travoprost 0.004%. DESIGN: Three-month randomized, parallel-group, double-masked, multicenter clinical trial. PARTICIPANTS: Patients with primary open-angle glaucoma, exfoliation glaucoma, or ocular hypertension with intraocular pressure (IOP) > 18 mmHg on monotherapy with travoprost (N = 163). METHODS: Patients were randomized to receive adjunctive therapy with twice-daily brimonidine (N = 79) or twice-daily brinzolamide (N = 84). Treatment efficacy was assessed after 1 and 3 months of combination therapy. Intraocular pressure was measured at 8 am, noon, and 4 pm at baseline (on travoprost monotherapy) and after 3 months of combination therapy. Mean diurnal IOP was defined as the average of the IOP measurements at these 3 time points. Adverse events were recorded at each visit. MAIN OUTCOME MEASURE: Difference between treatment groups in mean diurnal IOP at month 3, adjusted for difference in baseline IOP, using analysis of covariance. RESULTS: Mean diurnal IOPs (+/- standard error of the mean) at baseline were 21.7+/-0.33 mmHg in the brimonidine group and 21.1+/-0.29 mmHg in the brinzolamide group (P = 0.16). Mean diurnal IOPs at month 3 were 19.6+/-0.41 mmHg in the brimonidine group and 18.4+/-0.33 mm Hg in the brinzolamide group (P = 0.019). At month 3, mean diurnal IOPs, adjusted for difference in baseline IOP, were 19.3+/-0.27 in the brimonidine group and 18.6+/-0.25 in the brinzolamide group (P = 0.035). CONCLUSIONS: The combination of travoprost and brinzolamide was statistically significantly more efficacious than the combination of travoprost and brimonidine in lowering IOP. The clinical significance of this difference is uncertain. CAS Registry/EC Number/Name of Substance 0 (Adrenergic alpha-Agonists). 0 (Carbonic Anhydrase Inhibitors). 0 (Quinoxalines). 0 (Sulfonamides). 0 (Thiazines). 138890-62-7 (brinzolamide). 157283-68-6 (travoprost). 40665-92-7 (Cloprostenol). 59803-98-4 (brimonidine)."
reviewer1	8493	"Schwartz,B.;Takamoto,T.;Lavin,P."	Increase of retinal vessel width in ocular hypertensives with timolol therapy	"Acta Ophthalmologica Scandinavica, Supplement"	 	1995	73	215	41	53	Purpose: The purpose of this study was to determine whether timolol drops compared to placebo drops had a significant effect on retinal vessel width in ocular hypertensives. Methods: Thirty-seven ocular hypertensives were randomly assigned to receive placebo or 0.5% timolol drops to both eyes for 18 to 24 months in a double masked clinical trial. Measurements of ocular pressure and retinal vessel width by computerized image analysis from fundus photographs were made at about 3 month intervals for 18 to 24 months of follow-up. Results: None of the subjects developed visual field loss when tested with the Goldmann perimeter by kinetic and static means at six month intervals. Subjects treated with the placebo showed no change in ocular pressure and a significant decrease in retinal vessel width over time especially in the right eye. Subjects treated with timolol had an increase in retinal vessel width compared to the placebo group significant especially for the superior temporal vein. Multivariate analyses indicated that the increase of retinal vessel width was not associated mainly with the ocular pressure on treatment or decrease in ocular pressure on treatment. Conclusion: Timolol treatment was associated with an increase of retinal vessel width. The effect of timolol appears to be related primarily to mechanisms other than the decrease in ocular pressure.
reviewer1	1725	"Hughes,B. A.;Bacharach,J.;Craven,E. R.;Kaback,M. B.;Mallick,S.;Landry,T. A.;Bergamini,M. V."	"A three-month, multicenter, double-masked study of the safety and efficacy of travoprost 0.004%/Timolol 0.5% Ophthalmic solution compared to travoprost 0.004% Ophthalmic solution and timolol 0.5% Dosed concomitantly in subjects with open angle glaucoma or ocular hypertension"	Journal of glaucoma	J.Glaucoma	2005	14	5	392	399	"PURPOSE: The primary objective of this study was to compare the intraocular pressure (IOP)-lowering efficacy of travoprost 0.004%/timolol 0.5% fixed combination to the concomitant administration of travoprost 0.004% (TRAVATAN) and timolol 0.5% in subjects with open angle glaucoma or ocular hypertension. METHODS: This was a randomized, multicenter, double-masked, active-controlled, parallel group study. Three hundred sixteen patients with open angle glaucoma or ocular hypertension were randomly assigned to travoprost 0.004%/timolol 0.5% ophthalmic solution fixed combination once daily in the morning or concomitant administration of timolol 0.5% once daily in the morning and travoprost 0.004% ophthalmic solution once daily in the evening. The efficacy and safety of the fixed combination were compared with concomitant therapy over three months. The primary efficacy outcome measure was mean intraocular pressure. RESULTS: Both travoprost 0.004%/timolol 0.5% fixed combination and the concomitant administration of travoprost 0.004% and timolol 0.5% produced statistically significant reductions from baseline in IOP, with mean IOP ranging from 15.2 to 16.5 mm Hg in the patients using travoprost 0.004%/timolol 0.5% fixed combination compared with 14.7 to 16.1 mm Hg in the concomitant group. The upper 95.1% confidence limit for the differences in mean IOP (fixed combination minus concomitant) was < or =1.5 mm Hg at 7 of 9 visits, including all three 8 AM time points, 24-hours post-dose. Mean IOP reductions from baseline ranged from 7.4 to 9.4 mm Hg in the fixed combination group compared with 8.4 to 9.4 mm Hg with concomitant therapy. Safety analysis demonstrated equivalent safety between the two treatment groups. CONCLUSIONS: A fixed combination of travoprost 0.004% and timolol 0.5% produced clinically relevant IOP reductions in patients with open angle glaucoma or ocular hypertension that were comparable to concomitant therapy with its components. Safety and tolerability of the fixed combination were also equivalent to concomitant therapy. Travoprost 0.004%/timolol 0.5% fixed combination offers IOP reduction equivalent to concomitant therapy, with potential benefits that include convenience (fewer bottles and drops per day), improved compliance, cost savings (based on fewer co-payments), and elimination of potential washout effects. CAS Registry/EC Number/Name of Substance 0 (Antihypertensive Agents). 0 (Drug Combinations). 0 (Ophthalmic Solutions). 157283-68-6 (travoprost). 26839-75-8 (Timolol). 40665-92-7 (Cloprostenol)."
reviewer1	4875	"Iwakiri,R.;Kobayashi,H.;Kobayashi,K.;Okinami,S."	Addition of topical bunazosin to latanoprost in multiple medical treatment for glaucoma	Japanese Journal of Clinical Ophthalmology	 	2004	58	3	359	362	"Purpose: To evaluate the ocular hypotensive effect of bunazosin hydrhochloride 0.01% added to multiple drug therapy including latanoprost 0.005%. Cases and Method: A total of 50 eyes of 50 patients with primary open-angle glaucoma were enrolled in the prospective study. They had been receiving timolol 0.5%, latanoprost 0.005% and dorzolamide 1% for at least 3 months. Randomly selected 25 eyes were additionally given bunazosin 0.01%, and the other 25 eyes served as control. They were followed up for 3 months. Findings: Baseline intraocular pressure (IOP) averaged 22.4 +/- 1.8 mmHg in bunazosin group and 22.2 +/- 2.0 mmHg in control group. IOP in bunazosin group decreased significantly by 1.4 +/- 2.1 mmHg (p = 0.0046) after 4 weeks and by 2.0 +/- 1.7 mmHg (p = 0.0008) after 12 weeks. IOP after 12 weeks also decreased significantly from IOP after 2 weeks (p = 0.0344). IOP in the control group showed no significant differences from the baseline throughout. Conclusion: Additional bunazosin induced significant IOP reductions after 4 to 12 weeks. Since the hypotensive effect was small after 2 weeks, more than 4 weeks are necessary to evaluate the full effect of additional bunazosin. Copyright Œ© 2009 Elsevier B. V., Amsterdam. All Rights Reserved."
reviewer2	8741	"Ciancaglini,M.;Carpineto,P.;Agnifili,L.;Nubile,M.;Fasanella,V.;Lanzini,M.;Calienno,R.;Mastropasqua,L."	An in vivo confocal microscopy and impression cytology analysis of preserved and unpreserved levobunolol-induced conjunctival changes	European journal of ophthalmology	Eur.J.Ophthalmol.	2008	 	3	400	407	"PURPOSE: To provide an in vivo confocal microscopy (IVCM) and impression cytology analysis of preserved-and unpreserved levobunolol-induced changes of conjunctival epithelium. METHODS: 27 eyes of 27 patients were consecutively randomized to receive preserved or unpreserved levobunolol; all patients had a recent diagnosis of primary open angle glaucoma (POAG) or ocular hypertension and were not previously treated with topical medications. IVCM and impression cytology were performed before and after six months of therapy. Goblet cells density and a conjunctival epithelium regularity index were considered in the IVCM analysis, whereas impression cytology specimens were graded and scored in accordance with Nelson's method. RESULTS: After six months of therapy, IVCM and impression cytology parameters showed significant differences with respect to baseline in both groups (p<0.001); significant differences were also found between the two groups (p<0.001). The IVCM analysis showed a goblet cells density reduction (61% and 17% from baseline, respectively in group 1 and 2) (p<0.001) and an higher index of epithelial regularity (p<0.001) in both groups; the impression cytology analysis showed an higher score in both groups (p<0.001). CONCLUSIONS: All the IVCM and impression cytology parameters correlated well with the conjunctival modifications induced by the topical therapy, suggesting the less toxicity of unpreserved drugs."
reviewer2	3348	"Rolle,T.;Tofani,F.;Brogliatti,B.;Grignolo,F.;M"	The effects of dorzolamide 2% and dorzolamide/timolol fixed combination on retinal and optic nerve head blood flow in primary open-angle glaucoma patients	 	"Eye.22(9)(pp 1172-1179), 2008.Date of Publication: 2008."	 	 	 	 	 	"Purpose: To compare the effect of dorzolamide hydrochloride 2%, timolol maleate 0.5%, and their fixed combination on intraocular pressure (IOP) and retinal and optic nerve head haemodynamics in primary open-angle glaucoma patients. Methods: Twenty-eight patients with early-moderate glaucomatous damage treated with beta-blockers (>6 months) with IOP values ranging from 18 to 22 mmHg at trough participated in this trial. After a 4-week washout period, patients were randomized in two groups: group I started with dorzolamide 2% monotherapy and group II with timolol 0.50% monotherapy for 4 weeks. After this period, both groups switched to dorzolamide/timolol fixed combination for 4 weeks. IOP, ocular diastolic perfusion pressure (ODPP), heart rate, and Scanning Laser Doppler Flowmetry measurements at the peripapillary retina and neuroretinal rim were taken at T0 (enrolment), T1 (wash out), T2 (monotherapy), and T3 (dorzolamide/timolol). Data were compared between different study times. Statistical analysis was conducted using a paired t-test. Results: Between T1 and T3, IOP decreased significantly in group I (-21.40%) (P<0.001) and in group II (-21.25%) (P<0.001). At the same time intervals, blood flow increased significantly at rim level for group I (+30.03%) (P<0.05) and also when all patients were considered (rim +17.99%) (P<0.05). Between T1 and T3, we also observed a significant increase of ODPP in group I (+7.24%) (P<0.01) and in group II (+6.08%) (P<0.05) and when all patients were considered (+8.43%) (P<0.01). Conclusions: Dorzolamide/timolol fixed combination increased blood flow significantly at the neuroretinal rim showing a combination of hypotensive and haemodynamic effects."
reviewer2	602	"Cantor,L. B.;Hoop,J.;Katz,L. J.;Flartey,K.;Alphagan/Betaxolol Clinical Success Study Group"	Comparison of the clinical success and quality-of-life impact of brimonidine 0.2% And betaxolol 0.25 % Suspension in patients with elevated intraocular pressure	Clinical therapeutics	Clin.Ther.	2001	23	7	1032	1039	"BACKGROUND: Brimonidine tartrate 0.2%, a selective alpha2-adrenergic receptor agonist, and betaxolol 0.25% suspension, a cardioselective beta1-adrenergic receptor antagonist, are used in the treatment of elevated intraocular pressure (IOP). OBJECTIVE: This study compared the clinical success and quality-of-life impact of 4 weeks of treatment with brimonidine 0.2% BID compared with those of 4 weeks of treatment with betaxolol 0.25% suspension BID in patients with elevated IOP. METHODS: This was a multisite, double-masked, comparative clinical trial in patients with glaucoma or ocular hypertension. Patients were randomly assigned to receive either brimonidine or betaxolol BID. Morning IOP was measured at baseline and at weeks 1 and 4 using Goldmann applanation. Efficacy was determined by reduction in IOP from baseline. Patients experiencing a > or =20% reduction in IOP were considered to have a successful IOP-lowering response. The Glaucoma Disability Index questionnaire was administered at week 4 to assess quality-of-life factors and the incidence of adverse events. Ophthalmic examinations were conducted at each visit. RESULTS: One hundred fifty-nine patients were randomized to treatment and completed the study, 81 receiving brimonidine and 78 receiving betaxolol. The majority were white (77.4%) and female (61.6%), and had a diagnosis of open-angle glaucoma (56.0%). After 4 weeks of treatment, both brimonidine and betaxolol effectively lowered IOP from baseline (mean IOP reductions: brimonidine, 5.96 mm Hg; betaxolol, 5.07 mm Hg; P = NS). However, a significantly higher percentage of brimonidine patients (52/81 [64.2%]) than betaxolol patients (37/78 [47.4%]) had a > or =20% reduction in IOP (P = 0.033). No serious adverse events were reported with either study medication. On the quality-of-life assessments, more betaxolol patients reported hyperemia (P = 0.011), and the reported hyperemia was significantly more severe in betaxolol patients (P = 0.009). CONCLUSIONS: After 4 weeks of treatment, brimonidine 0.2% BID was clinically successful in significantly more patients and was better tolerated than 4 weeks of treatment with betaxolol 0.25% BID in this population. CAS Registry/EC Number/Name of Substance 0 (Adrenergic alpha-Agonists). 0 (Adrenergic beta-Antagonists). 0 (Quinoxalines). 59803-98-4 (brimonidine). 63659-18-7 (Betaxolol)."
reviewer2	2556	"Maul,E.;Carrasco,F. G.;Costa,V. P.;Casiraghi,J. F.;Vargas,E.;Sarmina,J. S.;Mayol,R."	"A 6-week, multicenter, randomized, double-masked, parallel-group study comparing travoprost 0.004% To latanoprost 0.005% Followed by 6-week, open-label treatment with travoprost 0.004%"	Clinical therapeutics	Clin.Ther.	2007	29	9	1915	1923	"OBJECTIVE: The aim of this study was to compare the tolerability and efficacy of once-daily travoprost 0.004% versus latanoprost 0.005% for 6 weeks followed by 6 weeks of once-daily travoprost 0.004% in decreasing intraocular pressure (IOP) in patients with open-angle glaucoma (OAG) or ocular hypertension (OH). METHODS: This multicenter, randomized, doublemasked, active-controlled, parallel-group trial was conducted at 32 centers across Latin America. Patients aged > or =18 years with OAG or OH were randomly assigned to receive topical travoprost 0.004% or latanoprost 0.005% 1 drop QD (9 PM) for 6 weeks (masked phase). At 6 weeks, all patients were assigned to receive open-label travoprost 0.004% 1 drop QD (9 PM) for 6 additional weeks (open-label phase). Study visits were scheduled at weeks 1, 2, 4, 6, 8, and 12. At each study visit, IOP was measured at 5 PM (+/-1 hour; approximately 20 hours after study drug administration). IOP changes from baseline were combined (pooled) from the 1-, 2-, 4-, and 6-week data to provide a comparison between the 2 treatment groups. Ocular adverse events (AEs) were monitored using slit-lamp examination. RESULTS: A total of 302 patients were enrolled (travoprost group, 155 patients; latanoprost group, 147 patients). The mean (SD) age of the travoprost group was 61.9 (10.6) years; 60.6% were female; and 47.1% were white. The mean (SD) age of the latanoprost group was 60.5 (12.4) years; 62.6% were female; and 49.0% were white. Mean IOP values were not significantly different between the travoprost and latanoprost groups at baseline (24.7 vs 24.2 mm Hg) or 6 weeks; however, the between-group difference in reductions from baseline in pooled IOP during the masked phase of the study was statistically significant (-8.3 vs -7.5 mm Hg; P = 0.009). At weeks 6 and 12, mean lOP levels were 16.1 and 16.2 mm Hg, respectively, in the travoprost group and 16.4 and 16.1 mm Hg in the group that was switched from latanoprost to travoprost (all, P = NS). The most common ocular AEs that occurred with masked travoprost, latanoprost, and open-label travoprost were hyperemia (26.9%, 12.2%, and 5.3%, respectively), discomfort (3.2%, 3.4%, and 1.1%), and pruritus (4.5%, 2.0%, and 2.1%). CONCLUSIONS: In this population of patients with OAG or OH, 6-week treatment with travoprost 0.004% was associated with a significantly greater decrease from baseline in pooled IOP compared with latanoprost 0.005% 20 hours after administration. There were no significant differences between the 2 groups. Travoprost and latanoprost were well tolerated. CAS Registry/EC Number/Name of Substance 0 (Antihypertensive Agents). 0 (Ophthalmic Solutions). 0 (Prostaglandins F, Synthetic). 130209-82-4 (latanoprost). 157283-68-6 (travoprost). 40665-92-7 (Cloprostenol)."
reviewer2	1242	"Freyler,H.;Novack,G. D.;Menapace,R.;Skorpik,C.;Mordaunt,J.;Batoosingh,A. L."	[Comparison of the effectiveness and safety of levobunolol and timolol in ocular hypertension and chronic open-angle glaucoma]. [German]	Klinische Monatsblatter fur Augenheilkunde	Klin.Monatsbl.Augenheilkd.	1988	193	3	257	260	"Twenty-six patients with open-angle glaucoma or ocular hypertension were studied in a concomitant double-masked clinical trial lasting three months, in which the ocular hypotensive efficacy and safety of levobunolol (0.5%) and timolol (0.5%), topically administered twice daily, were compared. At all follow-up examinations there was a significant decrease in mean intraocular pressure from baseline in both treatment groups, with no significant difference between them in this regard. Few changes were seen in either treatment group in cup/disk ratio, visual fields, visual acuity, biomicroscopy, or ophthalmoscopy. In both groups slight decreases in mean blood pressure were observed. Levobunolol and timolol were similarly effective and safe in reducing intraocular pressure in patients with chronic open-angle glaucoma and those with ocular hypertension. CAS Registry/EC Number/Name of Substance 26839-75-8 (Timolol). 47141-42-4 (Levobunolol)."
reviewer2	3877	"Strahlman,E.;Tipping,R.;Vogel,R."	"A double-masked, randomized 1-year study comparing dorzolamide (trusopt), timolol, and betaxolol. International dorzolamide study group.[See comment]"	Archives of Ophthalmology	Arch.Ophthalmol.	1995	113	8	1009	1016	"OBJECTIVE: To investigate the safety profile and efficacy of 2.0% dorzolamide hydrochloride, when administered three times daily for up to 1 year, compared with that of 0.5% timolol maleate and 0.5% betaxolol hydrochloride, each administered twice daily. In addition, the effect of adding dorzolamide to the regimen of patients with inadequate ocular hypotensive efficacy while they were receiving one of the two beta-adrenoceptor antagonists and the effect of adding timolol to the regimen of patients receiving dorzolamide were also evaluated. DESIGN: A double-masked, randomized, parallel comparison. SETTING: Multinational study at 34 international sites. PATIENTS: Five hundred twenty-three patients with open-angle glaucoma or ocular hypertension, 17 to 85 years of age. Patients currently using ocular hypotensive medications were required to undergo a washout. INTERVENTION: Two percent dorzolamide three times a day, 0.5% timolol (Timoptic, Merck, Whitehouse Station, NJ) twice daily, and 0.5% betaxolol solution (Betoptic, Alcon, Fort Worth, Tex) twice daily. RESULTS: At 1 year, the mean percent reduction in intraocular pressure at peak of 2% dorzolamide, 0.5% timolol, and 0.5% betaxolol was approximately 23%, 25%, and 21%, respectively. At afternoon trough, the mean percent reduction in intraocular pressure was 17%, 20%, and 15% for dorzolamide, timolol, and betaxolol, respectively. CONCLUSIONS: The ocular hypotensive efficacy of 2.0% dorzolamide, given three times a day, is comparable with that of 0.5% betaxolol, given twice daily, for up to 1 year. In addition, long-term use of dorzolamide was not associated with clinically meaningful electrolyte disturbances or systemic side effects commonly observed with the use of oral carbonic anhydrase inhibitors. CAS Registry/EC Number/Name of Substance 0 (Carbonic Anhydrase Inhibitors). 0 (Ophthalmic Solutions). 0 (Sulfonamides). 0 (Thiophenes). 130693-82-2 (dorzolamide). 26839-75-8 (Timolol). 63659-18-7 (Betaxolol)."
reviewer2	1016	"Drake,M. V.;Wilson,M. R.;Harris,D.;Goodwin,L."	Levobunolol compared to dipivefrin in african american patients with open angle glaucoma.[Erratum appears in j ocul pharmacol 1993 winter;9(4):385]	Journal of ocular pharmacology	J.Ocul.Pharmacol.	1993	9	2	91	95	"The prevalence of open angle glaucoma is disproportionately high in the African American population. Information about the effectiveness of anti-glaucoma medications in an exclusively African American population is lacking. We treated both eyes of 38 African American patients who have stable open angle glaucoma with either levobunolol b.i.d. or dipivefrin b.i.d. to evaluate the effectiveness of each drug in lowering intraocular pressure. Patients were treated for six weeks following a two week washout period. We measured intraocular pressure levels after one, three, and six weeks. Each medication produced a statistically significant decrease in intraocular pressure by week one. The mean pre-treatment pressure of 24.4 mmHg in the levobunolol was reduced to 17.0 mmHg by week six. The mean pre-treatment pressure of 25.4 mmHg in the dipivefrin treated group was reduced to 18.2 mmHg by week six. There was not a statistically significant difference in the pre-treatment or the final pressure between the two groups. Both levobunolol and dipivefrin produce a statistically significant decrease in intraocular pressure in African American patients with open angle glaucoma. CAS Registry/EC Number/Name of Substance 0 (Ophthalmic Solutions). 47141-42-4 (Levobunolol). 51-43-4 (Epinephrine). 52365-63-6 (dipivefrin)."
reviewer2	8579	"Villumsen,J.;Alm,A."	"The effect on intraocular pressure of PhXA34, a prostaglandin F(2alpha) analogue, in ocular hypertension"	New Trends in Ophthalmology	 	1992	7	3	269	270	 
