internalid	sourceid	pubmedid_search	keywords	abstract	title	journal	authors	tags	J	trials	pubmedid	pdf	extractor	userID	assigned	done	comments
485615	16399661	16399661	"Asthma/*physiopathology,Female,Humans,Lung/*physiopathology,Male,Middle Aged,Particulate Matter/analysis/*toxicity,Peak Expiratory Flow Rate,Soil Pollutants/analysis"	Fine and ultrafine particles in ambient air are more consistently associated with severe adverse health effects than coarse particles. We assessed whether the effects of PM(2.5) on peak expiratory flow (PEF) and respiratory symptoms in asthma p	Source-specific fine particles in urban air and respiratory function among adult asthmatics.	Inhalation toxicology	Penttinen P and Vallius M and Tiittanen P and Ruuskanen J and Pekkanen J		1	issa_tufts	16399661	pdf	issa	71	yes		
486415	17303767	17303767	"Aged,*Air Pollution/adverse effects,Environmental Exposure/adverse effects,Finland,Humans,Particle Size,*Particulate Matter/adverse effects,Seasons,Stroke/etiology/*mortality,Urban Health"	"BACKGROUND AND PURPOSE: Daily variation in outdoor concentrations of inhalable particles (PM(10) <10 microm in diameter) has been associated with fatal and nonfatal stroke. Toxicological and epidemiological studies suggest that smaller, combust"	Associations of fine and ultrafine particulate air pollution with stroke mortality in an area of low air pollution levels.	Stroke; a journal of cerebral circulation	Kettunen J and Lanki T and Tiittanen P and Aalto PP and Koskentalo T and Kulmala M and Salomaa V and Pekkanen J		1	issa_Tufts	17303767	pdf	issa	71	yes		
485591	17932375	17932375	"Cause of Death,Cities,Confidence Intervals,Environmental Exposure/*adverse effects,Humans,*Mortality,Oxidants, Photochemical/*adverse effects,Ozone/*adverse effects,Seasons,United States/epidemiology"	"RATIONALE: Although the association between mortality and particles is well established, fewer studies have been reported with ozone. The harvesting hypothesis posits that the deaths associated with an exposure are occurring in people who are d"	Mortality displacement in the association of ozone with mortality: an analysis of 48 cities in the United States.	American journal of respiratory and critical care medicine	Zanobetti A and Schwartz J		1	issa_tufts	17932375	pdf	issa	71	yes		
485099	18036253	18036253	"Adult,Aged,Air Pollution/adverse effects/*statistics & numerical data,Analysis of Variance,Cardiovascular Diseases/*epidemiology/etiology,Chest Pain/epidemiology/etiology,Child,Child, Preschool,*Disease Outbreaks,Emergency Service, Hospital/*ut"	"BACKGROUND: In April 2005, syndromic surveillance based on statistical control chart methods in Sydney, Australia, signalled increasing incidence of urgent emergency department visits for cardiovascular and chest pain syndromes compared to the "	An outbreak of cardiovascular syndromes requiring urgent medical treatment and its association with environmental factors: an ecological study.	Environmental health : a global access science source	Turner RM and Muscatello DJ and Zheng W and Willmore A and Arendts G		1	issa_Tufts	18036253	pdf	issa	71	yes		
485364	18049991	18049991	"Air Pollutants/analysis/*toxicity,Air Pollution/*adverse effects/analysis,Carbon Monoxide/analysis/toxicity,Cities,Environmental Monitoring,Hospitalization/*statistics & numerical data,Humans,Nitrogen Dioxide/analysis/toxicity,Ozone/analysis/to"	"This study was undertaken to determine whether there was an association between air pollutant levels and hospital admissions for pneumonia in Kaohsiung, Taiwan. Hospital admissions for pneumonia and ambient air pollution data for Kaohsiung were"	"Air pollution and hospital admissions for pneumonia in a tropical city: Kaohsiung, Taiwan."	Journal of toxicology and environmental health. Part A	Cheng MF and Tsai SS and Wu TN and Chen PS and Yang CY		1	issa_Tufts	18049991	pdf	issa	71	yes		
485020	18079763	18079763	"*Air Pollutants/analysis/toxicity,Canada,Cities,*Data Interpretation, Statistical,*Environmental Exposure/adverse effects/analysis/statistics & numerical data,Humans,Nitrogen Dioxide/*analysis/toxicity,Organic Chemicals/*analysis/toxicity,Parti"	"In this paper, the pooled NO2 association with nonaccidental mortality is examined across 10 cities in Canada in single- and two-pollutant time-series models. The results reaffirm that NO2 has the strongest association with mortality, particula"	Further interpretation of the acute effect of nitrogen dioxide observed in Canadian time-series studies.	Journal of exposure science & environmental epidemiology	Brook JR and Burnett RT and Dann TF and Cakmak S and Goldberg MS and Fan X and Wheeler AJ		1	nira_tufts	18079763	pdf	issa	71	yes		
485111	18408228	18408228	"Adult,Air Pollution/*adverse effects/statistics & numerical data,Cause of Death,Cross-Over Studies,Environmental Exposure/*adverse effects,Female,Humans,Italy,Male,Mortality/*trends,Particulate Matter/adverse effects,Risk Factors,Seasons,*Tempe"	"Adverse health effects of particulate matter <10 microm in aerodynamic diameter (PM(10)) and high temperatures are well known, but the extent of their interaction on mortality is less clear. This paper describes effect modification of temperatu"	Does temperature modify the association between air pollution and mortality? A multicity case-crossover analysis in Italy.	American journal of epidemiology	Stafoggia M and Schwartz J and Forastiere F and Perucci CA		1	nira_tufts	18408228	pdf	issa	71	yes		
485650	19451142	19451142	"Air Pollutants/adverse effects/*analysis,Cardiovascular Diseases/epidemiology/*etiology,Environmental Exposure/adverse effects/analysis,Environmental Monitoring/methods,Humans,Metals/adverse effects/*analysis,Particulate Matter/adverse effects/"	"OBJECTIVES: To assess whether adverse acute cardiopulmonary health outcomes are associated with concentration of trace metals in airborne particulate matter. METHODS: Daily PM(10) and PM(2.5) were collected for 1 year in Edinburgh, UK, and the "	A time-series study of the health effects of water-soluble and total-extractable metal content of airborne particulate matter.	Occupational and environmental medicine	Heal MR and Elton RA and Hibbs LR and Agius RM and Beverland IJ		1	issa_Tufts	19451142	pdf	issa	71	yes		
485918	19647288	19647288	"Age Factors,Aged,Aged, 80 and over,Air Pollutants/*toxicity,Cause of Death,Environmental Monitoring,Humans,*Mortality,Particle Size,Particulate Matter/*toxicity,Regression Analysis,Risk Assessment,Spain"	"BACKGROUND: The 2006 World Health Organization Air Quality Guidelines recommend using particulate matter having a diameter of under 2.5 micra (PM(2.5)) rather than PM(10) as an indicator of air particle concentration, a pattern followed by new "	Short-term impact of particulate matter (PM2.5) on daily mortality among the over-75 age group in Madrid (Spain).	The Science of the total environment	Jimenez E and Linares C and Rodriguez LF and Bleda MJ and Diaz J		1	issa_tufts	19647288	pdf	issa	71	yes		
485970	19773281	19773281	"Air Pollutants/analysis/*toxicity,Cardiovascular Diseases/*etiology/mortality,Environmental Exposure/adverse effects/analysis,Environmental Monitoring/methods,Humans,Models, Statistical,*Poverty Areas,Respiration Disorders/*etiology/mortality,S"	OBJECTIVES: To investigate whether deprivation index modifies the acute effect of black smoke on cardiorespiratory mortality. METHODS: Generalised linear Poisson regression models were used to investigate whether deprivation index (as measured 	Does deprivation index modify the acute effect of black smoke on cardiorespiratory mortality?	Occupational and environmental medicine	Carder M and McNamee R and Beverland I and Elton R and Cohen GR and Boyd J and Van Tongeren M and Agius RM		1	nira_tufts	19773281	pdf	issa	71	yes		
485889	21118784	21118784	"Adult,Aged,Air Pollutants/*analysis,Diabetes Mellitus, Type 2/*epidemiology,Female,Health Personnel/statistics & numerical data,Humans,Inhalation Exposure/*statistics & numerical data,Male,Middle Aged,Midwestern United States,New England,Partic"	"BACKGROUND: Although studies have found that diabetes mellitus (DM) modifies the impact of exposures from air pollution on cardiovascular outcomes, information is limited regarding DM as an air pollution-associated outcome. OBJECTIVES: Using tw"	Are particulate matter exposures associated with risk of type 2 diabetes?	Environmental health perspectives	Puett RC and Hart JE and Schwartz J and Hu FB and Liese AD and Laden F		1	issa_Tufts	21118784	pdf	issa	71	yes		
485310	21269926	21269926	"Air Pollutants/analysis/*toxicity,Belgium/epidemiology,Cross-Over Studies,Environmental Exposure,Environmental Monitoring,Humans,Infant,*Infant Mortality,Infant, Newborn,Linear Models,Odds Ratio,Particulate Matter/analysis/*toxicity,Risk Assess"	BACKGROUND: Numerous studies show associations between fine particulate air pollutants [particulate matter with an aerodynamic diameter </= 10 mum (PM(1)(0))] and mortality in adults. OBJECTIVES: We investigated short-term effects of elevated P	Does air pollution trigger infant mortality in Western Europe? A case-crossover study.	Environmental health perspectives	Scheers H and Mwalili SM and Faes C and Fierens F and Nemery B and Nawrot TS		1	nira_tufts	21269926	pdf	issa	71	yes		
485647	21601845	21601845	"Air Pollutants/*toxicity,Air Pollution/*statistics & numerical data,*Dust,Fires/*statistics & numerical data,Hot Temperature/adverse effects,Humans,*Mortality,New South Wales/epidemiology,Public Health/*statistics & numerical data"	"INTRODUCTION: Extreme air pollution events due to bushfire smoke and dust storms are expected to increase as a consequence of climate change, yet little has been published about their population health impacts. We examined the association betwe"	"Extreme air pollution events from bushfires and dust storms and their association with mortality in Sydney, Australia 1994-2007."	Environmental research	Johnston F and Hanigan I and Henderson S and Morgan G and Bowman D		1	nira_tufts	21601845	pdf	issa	71	yes		
484673	8793370	8793370	"Air Pollutants/adverse effects,Air Pollution/*adverse effects,Carbon Dioxide/adverse effects,Humans,Meta-Analysis as Topic,Mortality/*trends,Nitrogen Dioxide/adverse effects,Seasons,Sulfur Dioxide/adverse effects,United States/epidemiology,Urba"	We review epidemiologic studies of particulate air pollution and mortality in U.S. cities with respect to important methodologic issues. Many of these studies suffer from serious deficiencies in their control of the confounding effects of other	A critical review of the evidence on particulate air pollution and mortality.	"Epidemiology (Cambridge, Mass.)"	Moolgavkar SH and Luebeck EG		1	issa_Tufts	8793370	pdf	mei	10	yes		
485023	10862161	10862161	"Adolescent,Air Pollutants/*adverse effects,Asthma/chemically induced/*epidemiology/therapy,Child,Child, Preschool,Emergency Service, Hospital/*statistics & numerical data,Environmental Exposure/*adverse effects,Humans,Incidence,Infant,Oxidants,"	"A time-series study was carried out in Paris from January 1 to December 31, 1988 with the aim of investigating the association between urban air pollution and daily emergency room visits for asthma in a pediatric hospital. Levels of black smoke"	Ozone: a trigger for hospital pediatric asthma emergency room visits.	Pediatric pulmonology	Fauroux B and Sampil M and Quenel P and Lemoullec Y		1	issa_tufts	10862161	pdf	mei	10	yes		
486293	11351001	11351001	"Air Pollutants/adverse effects,Air Pollution/*adverse effects,Humans,Longitudinal Studies,Meta-Analysis as Topic,*Mortality,Multicenter Studies as Topic,Poisson Distribution,Smoke/adverse effects,Spain/epidemiology,Sulfur Dioxide/adverse effect"	"STUDY OBJECTIVE: The objective of this paper is to introduce a different approach, called the ecological-longitudinal, to carrying out pooled analysis in time series ecological studies. Because it gives a larger number of data points and, hence"	Comparing meta-analysis and ecological-longitudinal analysis in time-series studies. A case study of the effects of air pollution on mortality in three Spanish cities.	Journal of epidemiology and community health	Saez M and Figueiras A and Ballester F and Perez-Hoyos S and Ocana R and Tobias A		1	nira_tufts	11351001	pdf	mei	10	yes		
484991	11679792	11679792	"Air Pollution/*adverse effects/analysis,Carbon Monoxide/adverse effects/analysis,Environmental Exposure/*adverse effects/analysis,Humans,*Mortality,Netherlands/epidemiology,Nitrogen Dioxide/*adverse effects/analysis,Nitrogen Oxides/adverse effe"	"Time-series studies on the association between daily mortality and air pollution levels have been criticized because they use background air pollution measurement sites to estimate exposure of the whole population, including those living along "	"Daily mortality and air pollution along busy streets in Amsterdam, 1987-1998."	"Epidemiology (Cambridge, Mass.)"	Roemer WH and van Wijnen JH		1	nira_tufts	11679792	pdf	mei	10	yes		
484592	12379555	12379555	"Air Pollution, Indoor/*adverse effects,Cough/*etiology,Female,Fossil Fuels,Heating/*adverse effects,Humans,Infant,Kerosene,Male,Questionnaires,Respiratory Sounds/*etiology,Wood"	This study examined the effects of indoor heating sources on infant respiratory symptoms during the heating season of the first year of life. Mothers delivering babies between 1993 and 1996 at 12 hospitals in Connecticut and Virginia were enrol	Infant respiratory symptoms associated with indoor heating sources.	American journal of respiratory and critical care medicine	Triche EW and Belanger K and Beckett W and Bracken MB and Holford TR and Gent J and Jankun T and McSharry JE and Leaderer BP		1	nira_tufts	12379555	pdf	mei	10	yes		
485532	12407679	12407679	"Air Pollution/adverse effects,Case-Control Studies,Cross-Over Studies,*Environmental Exposure,Hospitalization,Humans,*Models, Statistical,*Poisson Distribution,Respiratory Tract Diseases/epidemiology,Temperature,Washington/epidemiology"	The Poisson process approach for studying the association between environmental covariates and recurrent events depends on the stratification of study period into intervals within which the baseline intensities are assumed constant. In this wor	Choice of stratification in Poisson process analysis of recurrent event data with environmental covariates.	Statistics in medicine	Dewanji A and Moolgavkar SH		1	nira_tufts	12407679	pdf	mei	10	yes		
485430	12500041	12500041	"Air Pollutants/*adverse effects,Air Pollution/adverse effects/*analysis,Canada/epidemiology,Cardiovascular Diseases/chemically induced/*mortality,Computing Methodologies,Environmental Monitoring/statistics & numerical data,*Epidemiologic Resear"	"In recent years, a number of studies have applied generalized additive models to time series data to estimate associations between exposure to air pollution and cardiorespiratory morbidity and mortality. If concurvity, the nonparametric analogu"	The effect of concurvity in generalized additive models linking mortality to ambient particulate matter.	"Epidemiology (Cambridge, Mass.)"	Ramsay TO and Burnett RT and Krewski D		1	issa_tufts	12500041	pdf	mei	10	yes		
485769	12747518	12747518	"Air Pollutants/*adverse effects/analysis,Alaska/epidemiology,Anti-Asthmatic Agents/*administration & dosage,Asthma/*drug therapy/epidemiology/etiology,Child,Environmental Monitoring,Humans,Particle Size,Regression Analysis,Risk Factors,Seasons,"	The authors found that the use of asthma medication among elementary schoolchildren was associated with particulate pollution (particulate matter < 10 microm in aerodynamic diameter [PM10]) in a locale where PM10 consisted primarily of coarse f	PM10 and asthma medication in schoolchildren.	Archives of environmental health	Gordian ME and Choudhury AH		1	issa_tufts	12747518	pdf	mei	10	yes		
485473	12835291	12835291	"Air Pollution/*statistics & numerical data,Humans,*Models, Statistical,Mortality/*trends,Software,Temperature,United States/epidemiology,Urban Health"		Re: 'On the use of generalized additive models in time-series studies of air pollution and health' and 'Temperature and mortality in 11 cities of the eastern United States'.	American journal of epidemiology	Curriero FC and Samet JM and Zeger SL		1	issa_tufts	12835291	pdf	mei	10	yes		
485966	12952141	12952141	"Acute Disease,Benzene/adverse effects/analysis,Environmental Exposure/*adverse effects/analysis,Formaldehyde/adverse effects/analysis,Humans,Humidity,Models, Statistical,Nitrogen Dioxide/adverse effects/analysis,Norway/epidemiology,Ozone/advers"	"The aim of this study was to estimate the associations between seven ambient air pollutants [particulate matter (PM10), nitrous dioxide (NO2), sulfur dioxide (SO2), ozone (O3), benzene, formaldehyde and toluene] and acute hospital admissions fo"	"Traffic related air pollution and acute hospital admission for respiratory diseases in Drammen, Norway 1995-2000."	European journal of epidemiology	Oftedal B and Nafstad P and Magnus P and Bjorkly S and Skrondal A		1	issa_tufts	12952141	pdf	mei	10	yes		
484845	15991767	15991767	"Aged,Air Pollutants/*adverse effects/analysis,Australia/epidemiology,Cardiovascular Diseases/*etiology/mortality,Humans,Lung Diseases/*etiology/mortality,Meta-Analysis as Topic,*Mortality,Nitrogen Dioxide/analysis,Ozone/analysis,*Urban Populati"	"OBJECTIVE: To examine the short-term health effects of air pollution on daily mortality in four Australian cities (Brisbane, Melbourne, Perth and Sydney), where more than 50% of Australians reside. METHODS: The study used a similar protocol to "	The short-term effects of air pollution on daily mortality in four Australian cities.	Australian and New Zealand journal of public health	Simpson R and Williams G and Petroeschevsky A and Best T and Morgan G and Denison L and Hinwood A and Neville G and Neller A		1	issa_tufts	15991767	pdf	mei	10	yes		
484320	16118657	16118657	"Aged,*Air Pollution,Cardiovascular Diseases/*physiopathology,Emergency Service, Hospital/*utilization,Humans,New South Wales"	"There are no reported studies on the effects of ambient air pollution on emergency department (ED) attendances in Sydney, Australia. This study aimed to determine associations between ambient air pollutants and ED attendances for cardiovascular"	"Associations between ambient air pollution and daily emergency department attendances for cardiovascular disease in the elderly (65+ years), Sydney, Australia."	Journal of exposure science & environmental epidemiology	Jalaludin B and Morgan G and Lincoln D and Sheppeard V and Simpson R and Corbett S		1	issa_HARVARD	16118657	pdf	mei	10	yes		
486078	16169918	16169918	"Air Pollutants/*adverse effects,Cause of Death,Cities,Climate,Cross-Over Studies,*Dust,Humans,*Mortality,Particle Size,Regression Analysis,Smoke/adverse effects,Time Factors,*Urban Health,Weather"	"BACKGROUND: Consistent evidence has shown increased all-cause mortality, and mortality from broad categories of causes associated with airborne particles. Less is known about associations with specific causes of death, and modifiers of those as"	Short term effects of particulate matter on cause specific mortality: effects of lags and modification by city characteristics.	Occupational and environmental medicine	Zeka A and Zanobetti A and Schwartz J		1	issa_tufts	16169918	pdf	mei	10	yes		
486116	17308332	17308332	"Adolescent,Air Pollution/*adverse effects,Asthma/*chemically induced/epidemiology,Child,Humans,Multivariate Analysis,Puerto Rico/epidemiology,Risk Factors"	Asthma prevalence in the Catano Air Basin of Puerto Rico is 27% for children aged 13-14 years and 45% for children aged 5-6 years. There is concern that these rates are related to air pollution. The authors conducted a nested case-control study	"Air pollution sources and childhood asthma attacks in Catano, Puerto Rico."	American journal of epidemiology	Loyo-Berrios NI and Irizarry R and Hennessey JG and Tao XG and Matanoski G		1	issa_Tufts	17308332	pdf	mei	10	yes		
485387	17376237	17376237	"Adolescent,Age Distribution,Air Pollutants/*adverse effects/analysis,Asthma/epidemiology/*etiology,Child,Child, Preschool,District of Columbia/epidemiology,Emergency Service, Hospital/*statistics & numerical data,Humans,Infant,Ozone/adverse eff"	"BACKGROUND: The District of Columbia (DC) Department of Health, under a grant from the US Centers for Disease Control and Prevention, established an Environmental Public Health Tracking Program. As part of this program, the goals of this contex"	"Pediatric patient asthma-related emergency department visits and admissions in Washington, DC, from 2001-2004, and associations with air quality, socio-economic status and age group."	Environmental health : a global access science source	Babin SM and Burkom HS and Holtry RS and Tabernero NR and Stokes LD and Davies-Cole JO and DeHaan K and Lee DH		1	issa_tufts	17376237	pdf	mei	10	yes		
486088	17890300	17890300	"Adult,Aged,Air Pollutants/*analysis/toxicity,Cardiovascular Diseases/*etiology/*mortality,Environmental Monitoring/methods,Female,Hot Temperature/*adverse effects,Humans,Male,Middle Aged,Oxidants, Photochemical/analysis/toxicity,Ozone/*analysis"	"OBJECTIVES: Both ambient ozone and temperature are associated with human health. However, few data are available on whether ozone modifies temperature effects. This study aims to explore whether ozone modified associations between maximum tempe"	Ozone modifies associations between temperature and cardiovascular mortality: analysis of the NMMAPS data.	Occupational and environmental medicine	Ren C and Williams GM and Morawska L and Mengersen K and Tong S		1	issa_tufts	17890300	pdf	mei	10	yes		
485686	18714438	18714438	"Air Pollutants/*adverse effects/classification/isolation & purification,Humans,*Mortality,National Center for Health Statistics (U.S.),*Particle Size,Particulate Matter/*adverse effects/classification/isolation & purification,Poisson Distributi"	"BACKGROUND: Although the association between exposure to particulate matter (PM) mass and mortality is well established, there remains uncertainty about which chemical components of PM are most harmful to human health. METHODS: A hierarchical a"	The role of particle composition on the association between PM2.5 and mortality.	"Epidemiology (Cambridge, Mass.)"	Franklin M and Koutrakis P and Schwartz P		1	issa_tufts	18714438	pdf	mei	10	yes		
484607	18801927	18801927	"Acute Disease,Adolescent,Adult,Aged,Air Pollutants/analysis/*toxicity,Environmental Exposure/adverse effects/analysis,Female,Guidelines as Topic,Humans,Incidence,Japan/epidemiology,Male,Middle Aged,Respiratory Tract Diseases/*chemically induced"	"OBJECTIVES: Following a volcanic eruption in 2000, high concentrations of ambient sulfur dioxide (SO2) are still observed on Miyakejima, Japan despite the reversal 2 years ago of the ban on residents living on the island. This study examines th"	Volcanic sulfur dioxide and acute respiratory symptoms on Miyakejima island.	Occupational and environmental medicine	Ishigami A and Kikuchi Y and Iwasawa S and Nishiwaki Y and Takebayashi T and Tanaka S and Omae K		1	nira_tufts	18801927	pdf	mei	10	yes		
484969	18923947	18923947	"Air Pollutants/chemistry/*toxicity,*Air Pollution,Carbon Monoxide/chemistry/toxicity,Cities,Cold Temperature,Cross-Over Studies,Hospitalization,Hot Temperature/adverse effects,Humans,Ozone/analysis/chemistry/toxicity,Pneumonia/*diagnosis/epidem"	"This study was undertaken to determine whether there was an association between air pollutant levels and hospital admissions for pneumonia in Taipei, Taiwan. Hospital admissions for pneumonia and ambient air pollution data for Taipei were obtai"	"Air pollution and hospital admissions for pneumonia in a subtropical city: Taipei, Taiwan."	Inhalation toxicology	Chiu HF and Cheng MH and Yang CY		1	issa_Tufts	18923947	pdf	mei	10	yes		
485060	19788019	19788019	"Adolescent,Air Pollutants/adverse effects/immunology,Allergens/immunology,Asthma/*epidemiology/immunology/physiopathology,Child,Child, Preschool,Disease Progression,Female,Follow-Up Studies,Humans,Humidity/adverse effects,Incidence,Infant,Male,"	"BACKGROUND: Pediatric asthma exacerbations may correlate with changes in weather, yet this relationship is not well defined. OBJECTIVE: To determine the effects of fluctuations in climatic factors (temperature, humidity, and barometric pressure"	Changes in weather and the effects on pediatric asthma exacerbations.	"Annals of allergy, asthma & immunology : official publication of the American College of Allergy, Asthma, & Immunology"	Mireku N and Wang Y and Ager J and Reddy RC and Baptist AP		1	nira_tufts	19788019	pdf	mei	10	yes		
485327	19805497	19805497	"Adolescent,Adult,Age Distribution,Air Pollutants/*adverse effects,Air Pollution/*adverse effects,Alberta/epidemiology,Appendectomy/methods,Appendicitis/*epidemiology/*etiology/physiopathology/surgery,Confidence Intervals,Cross-Over Studies,Envi"	BACKGROUND: The pathogenesis of appendicitis is unclear. We evaluated whether exposure to air pollution was associated with an increased incidence of appendicitis. METHODS: We identified 5191 adults who had been admitted to hospital with append	Effect of ambient air pollution on the incidence of appendicitis.	CMAJ : Canadian Medical Association journal = journal de l'Association medicale canadienne	Kaplan GG and Dixon E and Panaccione R and Fong A and Chen L and Szyszkowicz M and Wheeler A and MacLean A and Buie WD and Leung T and Heitman SJ and Villeneuve PJ		1	nira_tufts	19805497	pdf	mei	10	yes		
484546	19819431	19819431	"Adolescent,Adult,Aged,Cardiovascular Diseases/chemically induced/epidemiology/*mortality,Case-Control Studies,Cities,Cross-Over Studies,Female,Hospitalization/trends,Humans,Male,Middle Aged,Morbidity/trends,Mortality/trends,Particle Size,Partic"	"BACKGROUND: Explorations of interactions between air pollution and seasonal changes have represented one approach in examining the consequences of global warming. However, only a few studies have focused on evaluating the effects of seasonal ai"	"Seasonal effect of PM(10) concentrations on mortality and morbidity in Seoul, Korea: a temperature-matched case-crossover analysis."	Environmental research	Yi O and Hong YC and Kim H		1	nira_tufts	19819431	pdf	mei	10	yes		
484879	20825976	20825976	"Air Pollutants/*analysis,Air Pollution/*statistics & numerical data,Cardiovascular Diseases/*mortality,Environmental Monitoring,Humans,Particulate Matter/*analysis,Spain/epidemiology"	"INTRODUCTION: Owing to their small size, fine particles, i.e., those having a diameter </= 2.5 mum (PM(2.5)), have a high alveolar penetration capacity, thereby triggering a local inflammatory process with circulatory repercussion. Despite bein"	Short-term effect of fine particulate matter (PM 2.5) on daily mortality due to diseases of the circulatory system in Madrid (Spain).	The Science of the total environment	Mate T and Guaita R and Pichiule M and Linares C and Diaz J		1	issa_tufts	20825976	pdf	mei	10	yes		
484904	21594595	21594595	"Air Pollutants/*toxicity,Air Pollution,Environmental Exposure,Environmental Monitoring/methods,Humans,Mortality/*trends,Ozone/*toxicity,Particle Size,Particulate Matter/*toxicity,Portugal/epidemiology,Public Health,Risk Assessment,Urban Health"	"INTRODUCTION: Urban ambient air pollution exposures continue to be a global public health concern. Although air quality targets are often exceeded in Lisbon, the largest city in Portugal, there is currently no study that has assessed the quanti"	"Short-term effect of fine particulate matter (PM(2).(5)) and ozone on daily mortality in Lisbon, Portugal."	Environmental science and pollution research international	Garrett P and Casimiro E		1	issa_tufts	21594595	pdf	mei	10	yes		
484330	21612647	21612647	"Adult,Aged,Cardiovascular Diseases/epidemiology/*mortality,China/epidemiology,Cold Temperature/*adverse effects,Confounding Factors (Epidemiology),Hot Temperature/*adverse effects,Humans,Particulate Matter/*toxicity,Respiratory Tract Diseases/e"	"BACKGROUND: Associations between air temperature and mortality have been consistently observed in Europe and the United States; however, there is a lack of studies for Asian countries. Our study investigated the association between air temperat"	"Associations between air temperature and cardio-respiratory mortality in the urban area of Beijing, China: a time-series analysis."	Environmental health : a global access science source	Liu L and Breitner S and Pan X and Franck U and Leitte AM and Wiedensohler A and von Klot S and Wichmann HE and Peters A and Schneider A		1	issa_HARVARD	21612647	pdf	mei	10	yes		
485937	9027529	9027529	"Adolescent,Adult,Air Pollutants/*adverse effects,Air Pollution/*adverse effects,Asthma/*epidemiology/etiology,Emergency Service, Hospital/*statistics & numerical data,Female,*Fires,Humans,Male,Nephelometry and Turbidimetry,New South Wales/epide"	"BACKGROUND: From 5 to 12 January 1994, the state of New South Wales suffered from the worst bushfires seen this century. High levels of particulate air pollution were recorded in western Sydney from 7 to 14 January 1994, with nephelometry readi"	Asthma presentations to emergency departments in western Sydney during the January 1994 Bushfires.	International journal of epidemiology	Smith MA and Jalaludin B and Byles JE and Lim L and Leeder SR		1	issa_Tufts	9027529	pdf	nira	12	yes		
485044	9888276	9888276	"Adult,Air Pollutants,Air Pollution/*statistics & numerical data,Asthma/*epidemiology,Carbon Monoxide,Child,Humans,Models, Statistical,Particle Size,Patient Admission/*statistics & numerical data,Poisson Distribution,Sulfur Dioxide,Washington/ep"	"As part of the Clean Air Act, Congress has directed EPA to set air quality standards to protect sensitive population groups from air pollutants in the ambient environment. People with asthma represent one such group. We undertook a study of the"	"Effects of ambient air pollution on nonelderly asthma hospital admissions in Seattle, Washington, 1987-1994."	"Epidemiology (Cambridge, Mass.)"	Sheppard L and Levy D and Norris G and Larson TV and Koenig JQ		1	nira_tufts	9888276	pdf	nira	12	yes		
486041	10065665	10065665	"Adolescent,Adult,Aged,Air Pollutants/adverse effects/analysis,Air Pollution/*adverse effects,Asthma/etiology,Child,Child, Preschool,Emergency Service, Hospital/*utilization,Humans,Infant,London,Meteorological Concepts,Middle Aged,Respiratory Tr"	Many epidemiological studies have shown positive short-term associations between health and current levels of outdoor air pollution. The aim of this study was to investigate the association between air pollution and the number of visits to acci	Short-term associations between outdoor air pollution and visits to accident and emergency departments in London for respiratory complaints.	The European respiratory journal : official journal of the European Society for Clinical Respiratory Physiology	Atkinson RW and Anderson HR and Strachan DP and Bland JM and Bremner SA and Ponce de Leon A		1	issa_tufts	10065665	pdf	nira	12	yes		
485175	10656850	10656850	"Air Pollution/*statistics & numerical data,Bayes Theorem,Humans,*Mortality,Particle Size"	"Epidemiologic studies of the link between particulate matter (PM) concentrations and mortality rates have yielded a range of estimates, leading to disagreement about the magnitude of the relationship and the strength of the causal connection. P"	Estimating the mortality impacts of particulate matter: what can be learned from between-study variability?	Environmental health perspectives	Levy JI and Hammitt JK and Spengler JD		1	nira_tufts	10656850	pdf	nira	12	yes		
485730	10817794	10817794	"Air Pollutants/*adverse effects,Asthma/epidemiology/*etiology,Carbon Monoxide/adverse effects,Emergency Medical Services/utilization,Environmental Exposure/*adverse effects,Humans,Sulfur Dioxide/adverse effects,Urban Health Services/utilization"	BACKGROUND: The relationship between current concentrations of ambient air pollution and adverse health effects is controversial. We report a meteorological index of air stagnation that is associated with daily visits to the emergency departmen	"Asthma aggravation, combustion, and stagnant air."	Thorax	Norris G and Larson T and Koenig J and Claiborn C and Sheppard L and Finn D		1	issa_Tufts	10817794	pdf	nira	12	yes		
484663	11051531	11051531	"Air Pollutants/analysis/*isolation & purification,California,Cardiovascular Diseases/mortality,*Cause of Death,Environmental Exposure,Follow-Up Studies,Humans,Linear Models,Particle Size,Respiratory Tract Diseases/mortality,Weather"	"Many epidemiological studies provide evidence of an association between ambient particles, measured as PM10, and daily mortality. Most of these studies have been conducted in urban areas where PM10 is highly correlated with and dominated by fin"	"Coarse and fine particles and daily mortality in the Coachella Valley, California: a follow-up study."	Journal of exposure analysis and environmental epidemiology	Ostro BD and Broadwin R and Lipsett MJ		1	nira_tufts	11051531	pdf	nira	12	yes		
